video_id,title,comments,title_cleaned,comments_cleaned
55brpxSTMwg,푸름과 여름(青と夏) - Mrs. GREEN APPLE / COVER by LILPA,"['하루를 시작하기 매우 좋은 노래', 'Mr&#39;s green apple 노래 좋은게 많네', '이 노래가 나온지 일주일도 안 지났는데 벌써 작년 노래가 됬내요..<br>좀 지나긴 했어도 다들 새해 복 많이 받으세요!!', '첫번째는 청량한 릴파님의 보컬에<br>두번째는 뮤비 액션과 퀄리티에 대해<br>세번째는 왜 이세돌 멤버들이 울고있는지에 대해<br>네번째는 전체적인 스토리와 연출에 대해<br><br>마지막으로 이 모든걸 한번에 보면서 정말 감동받았습니다', '좋은 노래 항상 감사합니다 릴파님과 이세돌분들 그리고 작업자분들께 감사의인사를드립니다 새해엔 더욱 좋은일들 가득하시길 !', '너무 좋아요 ㅜㅜ', '이런 커버 감사합니다..', '지나간 나날들이 떠오르고 &#39;왜 그렇게 지나가게 두었을까&#39; 하고 마음이 아련해져요<br>그리고 다가올 나날들은 기억에 남을 수 있게, 소중히 보낼 수 있게 의지를 불어 넣어주시네요<br>감사합니다 :)', '퀄리티가 여기서 더 올라갈곳이 있나?-&gt;있음-&gt;더있나?-&gt;있음<br>반복... 기대컨 해야하는데 정신 차리고 보면 제 기대컨은 이미 가루가 되어버리더라고요ㅠㅠ<br>정말 잘 봤습니다', '❤❤❤❤❤']",여름,하루 시작 매우 노래 노래 노래 일주일 벌써 작년 노래 새해 릴파님 보컬 두번째 뮤비 액션 퀄리티 대해 세번 이세돌 멤버 대해 전체 스토리 연출 대해 마지막 한번 정말 감동 노래 항상 릴파님 이세돌 업자 감사 인사 새해 더욱  커버 나날 마음 나날 기억 의지 불어 퀄리티 여기 반복 대컨 정신 대컨 가루 정말 
76BVBdsOXrI,G-DRAGON(지드래곤) - POWER+맨정신+삐딱하게 (Crooked)♬,"['oh my god his shoes!!!!🤩😍', '보기 불편하다는 분들은<br>제발 들어오지 마시길 ...<br>난 그런분들이 더 불편하니까 ...<br>잠깐 틈내서 다녀감 ❤', '이영상 맘에 안들면<br>안보고 안들음 되는거지 ㅠ<br>지디 팬이라면서 교묘하게<br>이때다 싶어서 악플다는<br>사람들은 뭐임 !!!!!<br>맘에 차면 자칭 팬<br>그렇지않음 상처 내기에<br>급급한 사람들이 <br>진짜 팬일까 싶네요 😢', '너무 멋짐♡♡', '저는 솔직히 말해서 지디가 왜 욕먹어야 하는지 모르겟습니다. 지디가 욕먹는 이유중 하나가 인이어 문제인제 시엘도 이번에 인이어를 뺏고 다른 가수들도 인이어를 빼고 무대를 한적이 많으므로 인이어 문제는 문제되지 않는다는 입장이 있는데요, 엄연히 말하면 지디의 상황과 방금 위의 상황은 완전히 다릅니다. 다른 가수들은 보통 노래를 할 때 오른쪽 인이어를 뺍니다. 하지만 지디는 왼쪽 인이어가 안나온다고 주장했고요. 이는 오른쪽과 왼쪽이 각기 다른 역할을 하기 때문입니다. 제가 알기로는 오른쪽에는 지금 나오는 자신의 목소리 그리고 왼쪽에는 mr이 나오는 것으로 알고 있습니다.(지디가 이번 영상에서 반주는 안맞은 부분이 있엇지만, 자신의 목소리가 작게 나온다는 것을 인지한 부분에서도 유추할 수 있습니다.) 때문에 다른 가수들은 노래에 집중하기 위해서 자신의 목소리를 듣지 않으려고 인이어를 뺀 것이지만 지디는 박자가 안들리는 상태에서 무대를 했다는 것입니다. 둘째로는 마이크 문제입니다. 지디가 마지막에 메리 크리스마스라고 평소 말하는 목소리로 말을 했을때는 방송에서 전혀 목소리가 들리지 않을 정도로 마이크 소리가 심각하게 작았습니다. 그렇기 때문에 지디가 목을 긁고 소리를 더 지르게 된것인데 이를 트집잡고 실력논란이 나온다는것은 옳지 않다고 봅니다. ( <a href=""https://www.youtube.com/watch?v=76BVBdsOXrI&amp;t=353"">5:53</a> 이 애드립은 소리지른거 아니고 굉장히 유명한 애드립입니다.)<br>지금 지디가 독감걸린 상태에서도 팬분들을 위해 최선을 다 해주엇는데 정작 돌아오는 것은 악플과 실력논란이라는 것이 저는 너무나도 슬프고 화가 납니다. 부디 오랜만에 돌아와준 지디가 더이상 상처받지 않게 칭찬과 응원을 보내줍시다!!!', '지디무대는 직캠이 유명하지만 공식 무대도 보게 되네', 'Good morning GD ❤', '4k 보고오셈 멋진무대룰 방송이 망칠수있는거 첨 알앗음 ㅋㅋ', '화질 음질 다 개구리네 다른 가수들도 다', '제스처 하나하나가 진짜 다 간지다... 안오그라듬....']",지드래곤 정신, 보기 제발 잠깐 보고 면서 사람 뭐임 자칭 상처 내기 사람 진짜  이유 하나 문제 인제 시엘 이번 다른 가수 무대 한적 문제 문제 입장 상황 방금 상황 다른 가수 보통 노래 오른쪽 왼쪽 주장 오른쪽 왼쪽 각기 다른 역할 때문 알기 오른쪽 지금 자신 목소리 왼쪽 이번 반주 부분 자신 목소리 인지 부분 유추 때문 다른 가수 노래 집중 위해 자신 목소리 박자 상태 무대 둘째 마이크 문제 마지막 메리 크리스마스 평소 목소리 방송 전혀 목소리 정도 마이크 소리 때문 소리 트집 잡고 실력 논란 애드립 소리 애드립 지금 독감 상태 위해 최선 해주 정작 악플 실력 논란 화가 부디 이상 상처 칭찬 응원 무대 직캠 공식 무대  무대 방송 화질 음질 개구리 다른 가수 제스처 하나 하나 진짜 간지 오그
1JRqJYxJ3DI,앞으로 넘어야 할 난관이 이거 뿐이겠어💪🏻,"['그래도 우리 수빈님은<br>병 진행이 너무나 더딘 거 같아서<br>한편으론 정말 다행인 거 같습니다...<br>부디 여기서 멈추길', '바두가 장기나 오목 두시는 것도 좋을 것 같아요 가족끼리 소소한 내기 하기도 좋고 그냥 밥먹고 습관처럼 하기 재밌어요', '올 한해도 소식 계속 전해주어서 고맙습니다. 외로운 나날이지만 수빈님 영상 볼 때 마다 제가 마치 가족 일원이라도 된 것 처럼 마음이 따뜻해져요. 항상 행복하시길 늘 응원할게요. 새해 복 많이 받으세요!', '환자3은 누구인가요?', '치매도 루게릭도 다 관심을 갖고 도움을 주고 힘이 되는 좋은 말을 자주 해줘야해유.', '1월1일이네요 가족들의 화목함과 건강함 행복을 위하여 파이팅입니당🍀🍫🍒🍰🍬🪽달달한 2025년 되세용~✨🌹', '수빈님 발 받침대 하면 어떨까요?', '아름다운 수빈 씨와 식구분들 모두에게 건강하고 복된 한 해가 되길 기원합니다!', '새해 복 많이받아요 뚜빈님가족 💚🩷', '수빈님  열심히보는  중  궁금한점 있어물어봅니나  아버지께서는  안나오시는것같아  혹시안계신가요  ?']",난관,우리 수빈 은병 진행 한편 정말 다행 부디 여기 바두 장기 오목 두시 가족 끼리 내기 그냥 습관 한해 소식 계속 나날이 수빈 마다 마치 가족 일원 처럼 마음 항상 응원 새해 환자 누구 치매 루게릭 관심 도움 자주 가족 화목 행복 파이팅 달달 수빈 받침 수빈 식구 모두 기원 새해 뚜빈 가족 수빈 아버지 시안
HM3Qz_aR3_s,최화정이 실물보고 깜짝 놀란 소년미 '송중기'의 신혼이야기 (+초콜릿카레),"['처음 만난 송중기는 소년 같은 얼굴에 싹싹하고 솔직한 매력의 후배였어요😊와이프랑 아이들 얘기할 땐 너무 행복해 보였고, 영화 얘기할 땐 작품에 대한 애정과 책임감이 느껴졌답니다🤗 &lt;보고타:마지막 기회의땅&gt; 12월 31일 개봉이래요🥂 응원 댓글 남겨주신 분께 카누에서 커피머신까지 10분께 드린다네요♥ 우리 캔디들 행복한 연말 보내요💕', '오늘도 편안하고 즐거운 영상 감사해요~❤ 대학생이라 자취하는데 인스턴트 커피 말고 캡슐커피 머신 있으면 넘 좋 것 같아요🥹 보고타도 최화정님 올해 다른 영상들도 기대해요!!', '송중기와 함께한 특별한 시간을 공유해주셔서 감사합니다! 송중기의 외모와 성격에 대한 칭찬이 인상적이네요. 그의 친근하고 다정한 성격이 주위를 편안하게 만들어준다는 것은 정말 멋진 일이에요. 카레와 새우튀김을 준비한 것도 좋았지만, 더 맛있는 음식을 준비하지 못한 것에 대해 후회하셨다니, 다음에는 더 멋진 식사를 준비할 수 있을 거예요.<br><br>12월 31일에 개봉하는 송중기의 영화 &quot;보고타-마지막 기회의 땅&quot;을 기대하고 있을 거예요. 저도 이 영화를 꼭 보고 싶어요.<br><br>커피머신을 선물로 주신다는 소식도 좋네요! 커피 한잔의 여유는 정말로 피곤함을 날려줄 수 있어요. 이 기회를 통해 더 많은 분들이 커피의 향기와 맛을 즐길 수 있기를 바래요.', '<a href=""https://www.youtube.com/watch?v=HM3Qz_aR3_s&amp;t=97"">1:37</a> 아무거나 추천해주시는게 아니라 사용해보고 먹어보고 좋은 것만 캔디들한테 알려주시니까 역시!!\r<br>커피를 아메리카노만 마시는데 카누 스틱말고 커피머신과 캡슐도 있다니 슬림해서 하나 들여놓고 싶은 욕심생기네요ㅎㅎ \r<br><a href=""https://www.youtube.com/watch?v=HM3Qz_aR3_s&amp;t=322"">5:22</a> 첫 만남이라 어색할만도 한데 올리브오일 덕분에 대통합 시작? 중기님 잘생겼는데 성격이 친근한 댕댕이 느낌이시네요^^\r<br><a href=""https://www.youtube.com/watch?v=HM3Qz_aR3_s&amp;t=747"">12:27</a> 코로나 이전과 이후에 찍다니.. 고생해서 촬영한 만큼 보고타-마지막 기회의땅 꼭 봐야겠네요. \r<br><a href=""https://www.youtube.com/watch?v=HM3Qz_aR3_s&amp;t=1171"">19:31</a> 샐러드, 카레, 새우튀김 거기다 디저트에 이어 전복까지~ 함께 하는 분들에게 아낌없이 나누는 모습이 역시 최고~\r<br>맛있는 요리들과 함께 중기님 근황도 재밌게 알 수 있어 이번 편도 꿀잼이었습니다. 역시 믿고 보는 채널!🙏💚', '자연스럽게 아내분 이야기가 나오는 걸 보니까 행복하게 잘 지내시는 것 같습니다.<br>화정님과의 케미도 처음 만난 것 같지 않고 훈훈하네요.<br>새해 복 많이 받으세요.', '영상이 너무 짧게 느껴져요~ 저도 푹 빠져봤네요~~~😊', '정말 행복한 모습에  풀버전 다시보러 왔어요.  응원합니다^^  올리브유 추출은 정말 부럽네요~^^', '송중기 똑쪽하네요  자기가 원하는 인생을 살고 있는 것 같아요', '게스트 섭외력 대박!<br>송중기님 요즘 영화 홍보하러 여기저기 나오시는데 예전이랑 이미지가 많이 달라진 느낌이더라고요.<br>더 진중하고 차분해진 느낌?<br>좋은 가정에서 행복하게 지내고, 일도 잘 해내며 사시니 항상 행복할 것 같아요😊<br>두 분이 연이 있으셨나 했는데 처음 뵌다는 거에 놀랐어요.<br>처음 만난 것치고 서로 공통 관심사도 있고 잘 맞네요!<br>편안한 분위기로 식사하며 이야기하니까 보기 편하고 더 재밌네요.ㅎㅎ<br>카누 바리스타 캡슐커피머신 나왔을 때 엄청 놀랐던 기억이 나요.<br>이젠 커피머신까지 만들다니!<br>역시 한국 최고의 커피 브랜드다 싶었어요.ㅎㅎ<br>디자인도 심플해서 어떤 주방에도 잘 어울릴 것 같고 크지 않아서 공간 차지 많이 안 하는 게 마음에 들어요!<br>거기다 찾아보니 생각보다 가격이 합리적이네요?<br>엄청 비쌀 줄 알았거든요.<br>어머니가 가게에 하나 놔드리고 싶네요~.', '능력남은 한국여자 안만나지❤ 행복해 보여서 다행']",최화정 실물 보고 깜짝 놀란 소년 송중기 신혼 이야기 초콜릿 카레,처음 만난 송중기 소년 얼굴 매력 후배 와이프 아이 얘기 영화 얘기 작품 대한 애정 책임감 보고타 마지막 기회 개봉 응원 카누 커피 머신 우리 캔디 연말 오늘 대학생 자취 인스턴트 커피 캡슐 커피 머신 보고타 최화정 올해 다른 송중기 시간 공유 송중기 외모 성격 대한 칭찬 인상 성격 주위 정말 일이 카레 새우 튀김 준비 음식 준비 대해 후회 다음 식사 준비 개봉 송중기 영화 보고타 마지막 기회 영화 보고 커피 머신 선물 소식 커피 한잔 여유 기회 통해 커피 향기 거나 추천 사용 보고 캔디 역시 커피 아메리카노 카누 스틱 커피 머신 캡슐 슬림해 하나 욕심 만남 올리브오일 덕분 통합 시작 중기 성격 댕댕 코로나 이전 이후 고생 촬영 만큼 보고타 마지막 기회 샐러드 카레 새우 튀김 거기 디저트 전복 모습 역시 최고 요리 중기 근황 이번 편도 역시 채널 자연 아내 이야기 화정 케미 처음 만난 새해  정말 모습 버전 다시 응원 올리브유 추출 정말 송중기 똑쪽 자기 인생 게스트 섭외 대박 송중기 요즘 영화 홍보 여기저기 예전 이미지 느낌 가정 일도 사시 항상 처음 처음 만난 서로 공통 관심사 분위기 식사 이야기 보기 카누 바리스타 캡슐 커피 머신 기억 커피 머신 역시 한국 최고 커피 브랜드 디자인 심플 주방 공간 차지 마음 거기 생각 가격 합리 어머니 가게 하나 능력 한국 여자 다행
EFHiAVUe9t4,칭찬 쏟아지는 떡국🥇 국물에 '2가지'넣으세요. 찐한 국물에 2그릇 뚝딱!,"['오늘 만들어 먹었읍니다. 육수 다시다 + 고기로 만드니 환상 입니다,   감사드립니다', '떡국 한그릇 먹으면 올한해 건강할것같읍니다 선생님  강좌가  번창했으면 좋게어요😊', '어머니~ 저 고기국물로 떡국말고 무슨 국 가능할까요?', '딸을 위한 레시피님 새해 복 많이 받으세요~ 선생님 덕분에 맛있는 음식 잘 먹고 있습니다. (중부지방 음식 스타일이라 깔끔하고 식구들 입에 잘 맞아요~😊) 올 한 해도 건강하시고 하시고자 하시는 일 다 성취하시는 한 해 되시기 바랍니다. 항상 감사합니다!!😊❤', '새해 첫날 만들어 먹었어요. 저는 지단 대신 계란을 풀어 넣었어요. 자극적이지 않으면서 감칠맛 나고 속 편한 한끼였습니다! 🙂', '와!! 방금 해 먹었는데 너~~~무 맛있어요&gt;&lt; 매번 엄마가 끓여주는 떡국만 먹다가 결혼하고 처음으로 제가 끓여봤는데 요리 똥손인 제 손에서 이런 맛이 탄생하다니!! 파는 것 보다 더 맛있는 감동적인 맛이예요👍🏻 곰탕 국물 같기도 하면서 이렇게 찐한 고기국물이라니! 타 유튜버 레시피보다 시간이 좀 걸리긴 하지만 정성이 더 들어가서인지 정말… 더 하지 않은 걸 후회할 정도로 너무 맛있었어요👏🏻👏🏻 딸을 위한 레시피님, 엄마 추천으로 알게 된 채널인데 앞으로 신봉할 거예요🥰 감사해요!', '오늘아침 떡국 이렇게끓였는데<br>첫술에 맛있다가 아닌 먹을수록 은근히 은은하게 개운한 자극적이지 않은맛이나서 다들 두그릇씩 먹었어요<br>2025년에도 맛있고 신박한메뉴 기대하고 있을께요', '감사합니다 새해복많이받으세요 <br>떡국 잘 먹었습니다<br>다음요리는 팔보채??? ㅎㅎ', '떡 따로 끓이는 건 생각도 못했네요. 내일 설날 아침 해보겠습니다!', '새해 복 많이 받으세요.❤']",칭찬 떡국 국물 가지 국물 그릇 뚝딱,오늘 읍니 육수 다시다 고기 환상 감사 떡국 그릇 한해 읍니 선생님 강좌 번창 어요 어머니 국물 떡국 무슨 레시피 새해 선생님 덕분 음식 중부지방 음식 스타일 식구 해도 성취 항상 새해 첫날 지단 대신 계란 자극 감칠맛 방금 매번 엄마 떡국 결혼 처음 요리 똥손 탄생 감동 곰탕 국물 국물 유튜버 레시피 시간 정성 정말 후회 정도 레시피 엄마 추천 채널 신봉 오늘아침 떡국 은근 자극 그릇 메뉴 새해 떡국 다음 요리 팔보채 생각 내일 설날 아침 새해
BfhCXNuSVoA,건강하게 𝟐𝟎𝟐𝟓년도 파이티잉~🥂.ೃ🍾࿔*:･ | 127 VIBE EP.8 ❪2024년 느좋 송년회❫,"['유타 한국콘서트. 기다립니다', '근데 왜 재현이 입대 자컨은 안주시나요?', 'Realmente no entendí de que iba ese último juego, pero todos se rieron mucho, así que fue divertido de ver  😀', '<a href=""https://www.youtube.com/watch?v=BfhCXNuSVoA&amp;t=1113"">18:33</a> 얘들아 이게 양자역학이야 슈뢰딩거의 고양이.. 존재한다고 생각하면 있는 거고 존재하지 않다고 생각하면 없는 뭐 그런..', 'Sooo warm🥹🥹🥹 love urichil❤❤❤❤❤', 'It’s been long time to see them together this content made my night warm I love u ilichil', 'i looove you my urichiiilll &lt;33', '어제 봤는데 또보고있음… 중독성 미쳐써엉~!!내 다운 미쳤어엉~(ㅈㅅ)개재밋음 뭐여', 'Nctالحلويين', '127💚']",년도 파이 티잉 느좋 송년회,유타 한국 콘서트 재현 입대 자컨  양자역학 슈뢰딩거 고양이 존재 생각 존재 생각    어제 중독 다운 개재 밋음  
xsiAnU1GU7o,불타는 효녀,"['???: 덜 익었네?<br><br>???: 웰던이네?<br><br>???: 저는 익힘의 정도를 중요하게 생각하거덩요. 어머니, 보류입니다.', '아이네님의 노가리는 언제나 마싰습니다...<br>아이네님같은 좋은사람과 여행을 떠난다면 너무 여행이 즐거울거같아요!!!', '펩시제로는 티가 확나는데... 코카콜라는 제로던 오리지널이던 너무 달아 끈적끈적하고', '아성재 대박이넹', '펩시제로 특 왓다콜라맛남', '다들 새해 복 많이 받으세요❤', '논알콜 소믈리에에 이어서 논효도 밥상리에까지 ㄷㄷ 놀랍습니다', '아이넴도 뚤기들도 새해 복 많이 받으세요 💜', '<a href=""https://www.youtube.com/watch?v=xsiAnU1GU7o&amp;t=69"">1:09</a> 코카콜라파 인데  이제부터 펩시 제로만 먹을거임', '저도 물맛 맨날 구분해서 맨날 집에 똑같은 물만 있습니닥']",효녀,웰던 정도 생각 거덩 어머니 보류 아이 노가리 마싰습 아이 사람과 여행 여행 펩시 제로 코카콜라 제로 리지 아성 대박 펩시 제로 왓다 콜라 맛남 새해 알콜 소믈리에 효도 밥상 아이넴 뚤기들 새해 코카콜라 이제 펩시 제로 물맛 구분 있습니닥
izlTBLQca3Y,"""너 기안84 옆에 있지마"" 한혜진vs이시언의 기안 콩고물 쟁탈전🔥｜세얼간이, 삼남매 케미, 기안이쎄오, 먹방, 강원도 양구","['Yess..subbtitle indonesia ada 😍', '왜  백만이  않되죠 ????', '셋이 나오면 재밌어😊', '빵터짐 ㅋ ㅋ간만에  웃음요', '이래서 저렇고 저래서 저렇고 평가 하지말고 <br>그냥 순수하게 보고 재미있으면 장땡 ^.^<br>난 세얼간이가 제일 좋압', '진짜 3명 환상의 콤비네 편집도 좋고 재밌다', 'Lol I can&#39;t believe someone would fight with ChatGPT', '궁예 방역😂', '담배~백자도 있었지요ㅎㅎ', '세얼간이는 언제나 재미있네요~^^<br>시언님 이사가시는거 축하해요~~']",기안 한혜진 이시언 기안 고물 쟁탈전 세얼간이 남매 케미 안이 먹방 강원도 양구, 백만이  간만 웃음 래서 평가 그냥 보고 장땡 세얼간이 제일 좋압 진짜 환상 콤비 편집  궁예 방역 담배 백자도 세얼간이 시언 이사 축하
pCv8zNqi7Yg,"🎂성심당에서 뭐 먹어야함? | 튀김소보로, 과일시루, 딸기모짜르트, 보문산메아리, 아몬드크로와상, 야끼소바빵, 부추빵, 순수롤, 요거트롤, 스톨렌, 파네토네, 오징어먹물방망이","['업로드 되자마자 달려왔습니다🏃\u200d♀🏃\u200d♀ \r<br>오늘도 잘볼게요!! 🫶 새해 복 많이 받아요💗', '빵을 보는 저 걱정어린 눈빛. 고생하셨어요~', '진짜 여기가 이리 유명해질줄이야,, 예전에 나고등학교때 거의매일들리는곳이었음.. 고등학교가 가까워서ㅋㅋ<br>가면 빵 종류별로 다 시식할수있게 해놨고 케이크도 한판통째로 시식하는 시간대가있었음ㅋㅋ 학교끝나고가서 성심당빵코너한바퀴돌면 배불러져서 은행동에서 놀다집에가곤했었는데ㅜㅜ 지금은 들어가기도 벅찬곳이 되버렸네<br>근데 절대눈치안주고 오히려 빵도 더잘라주고.. 케이크도 더먹으라하고 친절과 맛 가격은 그대로인듯😊', '고딩때 성심당 비싸다고생각했는데<br>가격이 거의 안올라간 지금 시점에선<br>혜자가격임', '우재형 a-2 집에 들이셨군요!', '걍 그 가격에 싸서 먹는거지<br>다른 맛있는 집이 훨씬 많음.<br>케잌은 투썸이 젤 맛있음', '먹방이니만큼 가운데 젤 맛난부분 먹어주세여ㅠ 배려하느라 일부러 끝부분 위주로 드신거같은데 흑흑', '말랐는데 단것을 완전 좋아하나봐요   저랑은 입맛이 정반대...저는  부추빵 좋아하고 튀김소보르 극혐인데', '빵 ㅠ 왜맛없는거만 사옴…ㅠ', '형 가죽 입은거이뻐요']",성심당 튀김 소보 과일 시루 딸기 모짜르트 보문산 메아리 아몬드 크로와상 야끼소바 부추 순수 요거트 스톨 파네토네 오징어 먹물 방망이,업로드 오늘 새해 걱정 눈빛 고생 진짜 여기 예전 고등학교 거의 매일 고등학교 가면 종류 별로 시식 케이크 한판 통째 시식 시간대 학교 성심당 코너 바퀴 은행동 다집 지금 절대 눈치 안주 오히려 케이크 친절 가격 그대로 고딩 성심당 생각 가격 거의 지금 시점 혜자 가격 재형 가격 다른 케잌 투썸 먹방 만큼 가운데 부분 배려 일부러 부분 위주 단것 완전 입맛 정반대 부추 튀김 보르 극혐  가죽
b8w6XwnlAoY,[SUB] 크리스마스에 박효신이 올까요? - 네. | 박효신 | 살롱드립 뽀나스,"['연말엔 짐빔 하이볼과 함께~🎄🧑\u200d🎄<br>대장님이 마신 짐빔 하이볼 진저가 궁금하다면?<br>➡<a href=""https://www.jimbeam.co.kr/"">https://www.jimbeam.co.kr/</a>', '크리스마스 선물이였지만 새해 선물로도 받으려고 다시 보는중인데...대장! 또 나와주면 안되까???ㅋㅋㅋㅋ', '군악대출신인데 박효신님과 비슷한시기 입대해서 군악대 내내 같은 행사장에 있어서 귀호강 엄청 했었던 기억이 나네요^^ 군인들이 앵콜로 눈의꽃 요청했는데 mr이 준비가 안되서 무반주로 엄청 감미롭게 불러주셨던 대장님 너무 반갑네요!!', '흰둥이 잠옷 귀엽다', '행복합니다^^', '인싸였네 연예인친구없는 연예인도 많던데 장도연보다 효신이형이 더 작아보이는게 귀여워...그리고 목소리가asmr같네', '박효신 공연은 진짜 죽기전에 꼭 봐야되겠에요. 와, 공연에 쏟아붙는 열정이 느껴져여…', 'I really want to see yeon seok and sobin on salon drip 😩', 'Merry Christmas Park Hyo-Shin!! Have a Happy and Blessed New Year!! Much Love Motown USA!!❤', '일주일 째 영상을 못보겠다<br>너무 귀하잖아 이가']",크리스마스 박효신 박효신 살롱 드립 나스,연말 짐빔 하이 대장님 짐빔 하이 저가 크리스마스 선물 새해 선물 다시 대장 군악대 출신 박효신 입대 군악대 내내 행사 호강 기억 군인 앵콜 요청 준비 무반 주로 대장님 흰둥이 잠옷  연예인 친구 연예인 장도연 이형 목소리 박효신 공연 진짜 공연 열정   일주일
MmONqKigHEs,카리나×안유진(aespa×IVE) - Killer (원곡 : Valerie Broussard)♬,"['DADADADADADADADADADADADADADADADADADAMN', 'Legendary', '마블 히어로들끼리 만난느낌', 'unexpected collaboration🤍yujin&#39;s expression outshined karina&#39;s.', 'Какие же они сэксуальные люблю их обеих к ним бы ещё Миён', 'WHAT THE HECK IS THISSSSS OMG THIS IS INSANE!!!😭😭😩💕', '와.. 카리나랑 안유진이 한무대에 서게돼는걸 보게됄줄이야... 진짜 둘이 완전 잘어울리고 헤메코도 레전드임.. 올해 무대중 최고다.. 이런 콜라보무대 많이 했으면 좋겠다..', '새벽에 작업하다가 힘들 때마다 보러 옴.', 'BTS 😡😡😡😡😡twice', 'blessed with 2 collab from Karina in 2024, more next year please']",카리나 안유진,  마블 히어로 끼리 만난 느낌    카리나 안유진 무대 진짜 완전 헤메 레전드 올해 무대 최고다 콜라보 무대 새벽 작업  
qLwLAp5yxgE,"『 쿵, 하고 내 마음에 내려 앉았다 』 | ⌁❤︎⌁ 1기 지성&시온 | 어색하지만 괜찮아 Returns EP.1-2","['this dating show in disguise', 'came here after jisung&#39;s last weverse live &amp; it&#39;s actually a good thing that they put them in this program because jisung has no 02z friend before🥹 but in the last live he said that he really wanna keep in touch &amp; make the friendship worked, seems like they also have played LoL together💕', 'want to see JENO &amp; YUSHI pleaseeeee', 'RYO and JAEMIN 🤭🤭🤭', '제희 재노 좋은듯', 'thought i landed into gmmtv then found out it&#39;s just kpop idols blindating', 'ryo jaemin plis 😂', 'Jaemin and Ryo baby  please.....', 'Yang wajib jadi tamu Awsaz tuh Wishie Jisung  X  all member ga sih?  Kayaknya kalau bintang tamu keduanya antara member 127×Dream×WayV meskipun ga akrab tapi setidaknya mereka udah ga canggung satu sama lain', 'Jeno tuh kayaknya bakal santai aja gak sih, aku ngerasa dia pinter dalam mengatasi keadaan😄💚']",마음 지성 시온,         
S4sZ-kgSZL8,#나라는가수인독일 2화 선공개ㅣ수지(SUZY) - '화장을 고치고' | #나라는가수,"['오라 ㅣㄴ 만이네..이노래', '태연의 들후 와', 'I love singer suzy', '가수였냐ㅋ ㅋ', '수지는 보기만해도  힐링데는되  노래까지 잘부르니    앞으로   연기와 노래도  더많은활동 기대합니다', '저는 한국어를 한 마디도 알아들을 수 없지만, 이 노래는 제 마음을 깊이 울렸습니다.', 'she&#39;s beautiful, has lovely voice, amazing actress, literally a perfect woman, love suzy 💓', '1 millón de vistas para esta hermosa presentación de Suzy 💕', 'suzy&#39;s tone is so sweet like her', '와 음색 미쳐']",수인 독일 선공 수지 화장 고치 나라 가수,오라 만이 노래 태연   수지 보기 만해 힐링 노래 연기 노래 활동 한국어 마디 아들 노래 마음 깊이    음색
OXSbw08Poqg,"(ENG) 장도연 | “마지막에 나래 옆에 있는 건 나야...❤” | 절친의 조건, 불화설, 결혼 눈치싸움, 크리스마스 편지 [나래식] EP.15","['오늘은 쉬는날이에요?', 'Sung Hoon, Sung Hoon, Sung Hoon I love to watch him eat ❤❤❤❤❤❤', '여지껏중 제일재미있었음', 'ㅇ ㅏ 진짜 둘이 넘흐 좋타!!!!!!!!!', '장도연 이상형 공룡상이면 공유아닌가요! 또 망붕', '사랑이지 뭐', '여자들의 우정이 너무 좋다..', '언니들 정말 성격 완전 좋아용❤❤', '부러워요. 저한테도 그런 친구가 있었는데 결혼과 함께 그녀는 떠나갔거든요ㅋㅋㅋㅋㅋㅠㅠ <br>언니들 우정 참 부럽네요 ❤', '머슴 메모리ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ <a href=""https://www.youtube.com/watch?v=OXSbw08Poqg&amp;t=133"">2:13</a>']",장도연 마지막 나래 나야 절친 조건 불화설 결혼 눈치 싸움 크리스마스 편지 나래,오늘  여지 제일 진짜 넘흐 장도연 이상형 공룡 상이 공유 망붕 사랑 여자 우정 언니 정말 성격 완전 친구 결혼 그녀 언니 우정 머슴 메모리
XYBX6X8uuds,"전문점 동태찌개 이것만 기억하세요! 동태의 시원함을 살리는 특별한 비법 | 동태찌개 맛있게 끓이는법, 동태탕, 해장국","['항상  진심가득한   마음  기ㅣㅁ사드려요', '동태찌게가 시원한 맛내기가 힘든데 한번 따라해 볼게요<br>근데  동태는 짠물에 몇분정도 담갔다가 빼는게 좋은지요?  ㅎ<br>디테일하게 올려준 영상 항상 감사하게 보고있습니다^^<br>황태국을 따라서 해봤는데 넘 맛있더라구요^^', '동태찌개 항상 실패했는데 이방법으로 도전 하겠습니다 땡큐요~', '최고로 시원하면서도<br>담백한 맛', '맛있겠다..', '항상 좋은레시피 감사합니다<br>날도 추워지고 칼국수 좋아하는데 쫄깃탱탱한 칼국수면 어떻게 만드는지 실험해주실수 있나요? 😅', '오징어를 조금 넣으면 시원해요', '항상 비교하면서 보여주시는 성의가 대단하신거 같아요', '동태찌게 낼  이대로  꼭 만들어 볼려고 합니다   감사합니다', '감사합니다. 따라해봐겠네요~^♡^']",전문점 기억 동태 비법 동태 찌개 동태 해장국,항상 진심 마음 사드 동태 찌게 맛내기 한번 동태 짠물 정도 디테 항상 태국 따라서 동태 찌개 항상 방법 도전 땡큐 최고  항상 레시피 칼국수 쫄깃 칼국수 실험 오징어 조금 항상 비교 성의 동태 찌게 
